Id,SalePrice
1461,123791.84
1462,165999.33
1463,181737.47
1464,186350.86
1465,191284.25
1466,170086.48
1467,168347.81
1468,172413.67
1469,178674.73
1470,129882.06
1471,205092.14
1472,99671.52
1473,96097.71
1474,157081.42
1475,130789.79
1476,388418.6
1477,263298.12
1478,282794.84
1479,273255.03
1480,455367.88
1481,292181.66
1482,217715.02
1483,165879.95
1484,170780.08
1485,170996.2
1486,197872.58
1487,336849.66
1488,234736.05
1489,205033.4
1490,241642.6
1491,193003.75
1492,86070.234
1493,191384.23
1494,304251.38
1495,285917.62
1496,258882.05
1497,189218.23
1498,163612.03
1499,165723.2
1500,158289.4
1501,179514.56
1502,160620.1
1503,315744.16
1504,259789.23
1505,231561.66
1506,186169.45
1507,241265.81
1508,196378.77
1509,165693.12
1510,149429.03
1511,143818.73
1512,171236.73
1513,140967.25
1514,185861.42
1515,199941.84
1516,150747.38
1517,177635.75
1518,131248.9
1519,236826.86
1520,128107.38
1521,131053.516
1522,172928.8
1523,114451.04
1524,117118.945
1525,122838.305
1526,114086.63
1527,104553.4
1528,140034.7
1529,152093.64
1530,172985.53
1531,98833.06
1532,107699.39
1533,132787.6
1534,128572.78
1535,154177.19
1536,112324.77
1537,48289.312
1538,179405.19
1539,207452.17
1540,88974.57
1541,146761.44
1542,131260.61
1543,199054.16
1544,71365.87
1545,104181.086
1546,134558.22
1547,138633.2
1548,133380.75
1549,115682.13
1550,137278.8
1551,112091.87
1552,137028.33
1553,168627.9
1554,112807.73
1555,165198.86
1556,78674.39
1557,137433.38
1558,96029.45
1559,75098.75
1560,133814.02
1561,159983.69
1562,128164.01
1563,123117.58
1564,161265.11
1565,162134.45
1566,249660.67
1567,67923.47
1568,211988.2
1569,139509.39
1570,148121.12
1571,118081.14
1572,153515.47
1573,301320.38
1574,121877.13
1575,236125.69
1576,211918.17
1577,194888.08
1578,154024.44
1579,147393.84
1580,187918.53
1581,165027.47
1582,129519.57
1583,322418.03
1584,229276.44
1585,141223.16
1586,81460.914
1587,92525.39
1588,151671.78
1589,92902.19
1590,142832.34
1591,106126.24
1592,108248.0
1593,129579.07
1594,169228.0
1595,113370.13
1596,234079.08
1597,180440.83
1598,194125.14
1599,194684.44
1600,188767.98
1601,73097.21
1602,118421.61
1603,100868.49
1604,285797.7
1605,252269.44
1606,165994.31
1607,184492.11
1608,207232.2
1609,193651.06
1610,139643.17
1611,145806.94
1612,167088.34
1613,147467.25
1614,122077.9
1615,98774.86
1616,81702.31
1617,97101.46
1618,131644.14
1619,143439.28
1620,173261.95
1621,127139.16
1622,139472.78
1623,285450.2
1624,224907.69
1625,128813.94
1626,165546.78
1627,177691.61
1628,276945.0
1629,171069.66
1630,385295.53
1631,207424.05
1632,238818.52
1633,163417.1
1634,192709.44
1635,179249.16
1636,151546.75
1637,194730.97
1638,191388.66
1639,180297.97
1640,242761.06
1641,181722.8
1642,209173.9
1643,237668.33
1644,230083.95
1645,204673.6
1646,154469.6
1647,171034.64
1648,139195.5
1649,134902.2
1650,111026.55
1651,126166.02
1652,99324.37
1653,102476.29
1654,142231.14
1655,150500.62
1656,154117.0
1657,143514.38
1658,157486.17
1659,136436.75
1660,167677.05
1661,464619.16
1662,462878.22
1663,418803.28
1664,308295.44
1665,328514.1
1666,305128.56
1667,360607.78
1668,347439.34
1669,314252.12
1670,359606.75
1671,267663.06
1672,471409.38
1673,286117.3
1674,245602.16
1675,175911.5
1676,171061.27
1677,198918.0
1678,522854.94
1679,364846.78
1680,334443.75
1681,271529.75
1682,312527.03
1683,171193.72
1684,177757.19
1685,175501.02
1686,173160.31
1687,160864.83
1688,187583.45
1689,199005.66
1690,200349.02
1691,188119.78
1692,281508.72
1693,157438.77
1694,182110.2
1695,161460.77
1696,256226.06
1697,163473.38
1698,353081.94
1699,323789.22
1700,242175.12
1701,265555.8
1702,249030.52
1703,239284.88
1704,305309.1
1705,239980.2
1706,515168.78
1707,236424.3
1708,206974.44
1709,296817.34
1710,226346.14
1711,265299.56
1712,271453.5
1713,261825.61
1714,223267.1
1715,208898.42
1716,192382.6
1717,170164.11
1718,146334.67
1719,216140.25
1720,257058.23
1721,169352.5
1722,140242.94
1723,151101.84
1724,223502.39
1725,233079.88
1726,176242.53
1727,153098.14
1728,177232.78
1729,156533.27
1730,163242.72
1731,118053.9
1732,133003.62
1733,117616.234
1734,117410.39
1735,142721.61
1736,113057.28
1737,351390.88
1738,220214.55
1739,332772.16
1740,231640.19
1741,207868.89
1742,174054.47
1743,185654.88
1744,289041.88
1745,221705.98
1746,209099.34
1747,238408.08
1748,196663.67
1749,144933.52
1750,122381.9
1751,237017.06
1752,122789.44
1753,157455.83
1754,196778.17
1755,165059.67
1756,129687.71
1757,117205.4
1758,138252.36
1759,160270.23
1760,159623.17
1761,127287.664
1762,181057.36
1763,174015.89
1764,123040.06
1765,193358.98
1766,183656.02
1767,225495.58
1768,154933.98
1769,183545.11
1770,156098.7
1771,133344.16
1772,125840.33
1773,136811.5
1774,139220.97
1775,142219.4
1776,121964.36
1777,110014.27
1778,147152.7
1779,113360.45
1780,184275.61
1781,130704.64
1782,99811.375
1783,123084.72
1784,112895.27
1785,112932.195
1786,173328.72
1787,156478.81
1788,81078.0
1789,92984.4
1790,63841.125
1791,196362.98
1792,150923.9
1793,136532.05
1794,157863.45
1795,129422.05
1796,129592.78
1797,113415.625
1798,131514.03
1799,113195.67
1800,144303.2
1801,132283.84
1802,134195.1
1803,153176.4
1804,142054.53
1805,141491.53
1806,120005.7
1807,125772.45
1808,131392.69
1809,135670.12
1810,149862.83
1811,97599.67
1812,107605.04
1813,118955.67
1814,94195.766
1815,44970.168
1816,104293.73
1817,108249.28
1818,155494.12
1819,134759.23
1820,62400.645
1821,117734.32
1822,151653.81
1823,31240.791
1824,141643.05
1825,137127.77
1826,103069.74
1827,103567.78
1828,131653.17
1829,117549.25
1830,135367.55
1831,158644.89
1832,28916.96
1833,132465.36
1834,121762.086
1835,138931.61
1836,125805.41
1837,70413.11
1838,108002.69
1839,85354.25
1840,164349.69
1841,130281.18
1842,73741.445
1843,132464.14
1844,138653.4
1845,145288.62
1846,155544.83
1847,163967.52
1848,55289.645
1849,114578.83
1850,120235.28
1851,151987.4
1852,119397.23
1853,137816.33
1854,173119.75
1855,152854.12
1856,215727.4
1857,156034.47
1858,149313.64
1859,132754.6
1860,146549.16
1861,132754.6
1862,346607.88
1863,330647.72
1864,330647.72
1865,381459.0
1866,354451.22
1867,247543.83
1868,313478.56
1869,201019.62
1870,255942.66
1871,271496.66
1872,174552.83
1873,227335.84
1874,139416.61
1875,201221.39
1876,187739.22
1877,224978.48
1878,209901.34
1879,133289.73
1880,139460.03
1881,248412.5
1882,243278.89
1883,191825.05
1884,214188.97
1885,236229.08
1886,294491.4
1887,203941.48
1888,290310.34
1889,152027.44
1890,122368.94
1891,127821.09
1892,102215.51
1893,131892.47
1894,132624.7
1895,146416.75
1896,128922.86
1897,102926.87
1898,110454.79
1899,164272.25
1900,155628.83
1901,166428.0
1902,142383.81
1903,208615.4
1904,129745.76
1905,206635.75
1906,171184.36
1907,205365.81
1908,115004.97
1909,134814.7
1910,123673.02
1911,217285.0
1912,335680.72
1913,147358.42
1914,62671.36
1915,352414.8
1916,72063.05
1917,264559.25
1918,152490.16
1919,179580.75
1920,145217.11
1921,408065.62
1922,339113.44
1923,210156.5
1924,209233.67
1925,204005.66
1926,404277.8
1927,136194.62
1928,154989.89
1929,113556.36
1930,132619.55
1931,142548.39
1932,126274.66
1933,199842.55
1934,176607.92
1935,162453.03
1936,184128.8
1937,182251.34
1938,172675.94
1939,240459.75
1940,190099.66
1941,175174.19
1942,150460.31
1943,213197.66
1944,325812.78
1945,373611.2
1946,159290.05
1947,348517.94
1948,188967.8
1949,237588.0
1950,187549.42
1951,264038.94
1952,200374.53
1953,173688.1
1954,190762.4
1955,125407.305
1956,313579.56
1957,162435.67
1958,285081.0
1959,133908.11
1960,114569.75
1961,116547.4
1962,99317.39
1963,109750.55
1964,93701.76
1965,147803.34
1966,155640.08
1967,310749.12
1968,418116.25
1969,395424.84
1970,439268.44
1971,454593.6
1972,382357.2
1973,263191.97
1974,293987.72
1975,314559.7
1976,270575.0
1977,352361.72
1978,359215.0
1979,329483.3
1980,186122.5
1981,357863.25
1982,227270.05
1983,214847.86
1984,165292.84
1985,218286.44
1986,218982.7
1987,192207.33
1988,182267.81
1989,193610.19
1990,218957.77
1991,233574.97
1992,207699.48
1993,173218.62
1994,227422.86
1995,179668.84
1996,232668.83
1997,321521.3
1998,336531.6
1999,246109.84
2000,324844.4
2001,259788.48
2002,253136.98
2003,265384.1
2004,287295.03
2005,233350.03
2006,232336.84
2007,250923.75
2008,216022.95
2009,187006.89
2010,195517.53
2011,160361.78
2012,176881.67
2013,181915.7
2014,186901.34
2015,201884.52
2016,189294.97
2017,188233.45
2018,124424.97
2019,131243.72
2020,98806.766
2021,117069.36
2022,184615.03
2023,126346.09
2024,245183.55
2025,356891.5
2026,174294.69
2027,158310.8
2028,162955.44
2029,166992.06
2030,284019.56
2031,275514.72
2032,280848.94
2033,281027.22
2034,163393.62
2035,198508.14
2036,192769.89
2037,193495.3
2038,319105.88
2039,238651.19
2040,336440.38
2041,263063.78
2042,209444.45
2043,175713.11
2044,178787.55
2045,210100.38
2046,139947.98
2047,154383.8
2048,148923.56
2049,132360.19
2050,182252.33
2051,110962.195
2052,123330.77
2053,150688.67
2054,79951.63
2055,167526.1
2056,140364.28
2057,114027.484
2058,219113.72
2059,141562.58
2060,165159.27
2061,177801.47
2062,127315.55
2063,117777.586
2064,134561.8
2065,117858.43
2066,165996.77
2067,120640.97
2068,140742.08
2069,78775.195
2070,115477.17
2071,103775.43
2072,68525.266
2073,144877.62
2074,193758.62
2075,159938.19
2076,126412.38
2077,161819.88
2078,135648.4
2079,125315.51
2080,123307.586
2081,133605.38
2082,130735.11
2083,148093.03
2084,115345.43
2085,114751.55
2086,124278.87
2087,119568.71
2088,91859.17
2089,75174.125
2090,139747.9
2091,128314.7
2092,118057.67
2093,121080.37
2094,152415.02
2095,148055.31
2096,83952.16
2097,91856.56
2098,151713.69
2099,58789.61
2100,97121.61
2101,111287.46
2102,130599.72
2103,102756.19
2104,136112.42
2105,143707.6
2106,76945.19
2107,223559.66
2108,111699.74
2109,113922.03
2110,144570.36
2111,139445.81
2112,136152.83
2113,116671.6
2114,103771.14
2115,159098.38
2116,119614.805
2117,145002.44
2118,118441.03
2119,109440.42
2120,111161.88
2121,65101.117
2122,117594.87
2123,87249.68
2124,186081.7
2125,127390.0
2126,146846.81
2127,167100.23
2128,141240.05
2129,105029.63
2130,145006.5
2131,164120.42
2132,119143.87
2133,132048.34
2134,123335.59
2135,90265.17
2136,64458.367
2137,122074.055
2138,133706.89
2139,161019.47
2140,143272.84
2141,137728.88
2142,128135.16
2143,139911.48
2144,157963.95
2145,135547.7
2146,166483.97
2147,129396.95
2148,130258.78
2149,141258.64
2150,225507.75
2151,127299.484
2152,202043.9
2153,171205.38
2154,115467.98
2155,144210.73
2156,279385.03
2157,246025.08
2158,220341.14
2159,202968.5
2160,164704.55
2161,243255.72
2162,483144.94
2163,356988.66
2164,246043.73
2165,193167.84
2166,140115.38
2167,200025.03
2168,190546.08
2169,198842.58
2170,226801.23
2171,166604.02
2172,133480.34
2173,168097.7
2174,224179.98
2175,338724.8
2176,320492.12
2177,244306.64
2178,211734.45
2179,141149.7
2180,216651.81
2181,200754.67
2182,222259.97
2183,186290.06
2184,121541.45
2185,130500.82
2186,145291.8
2187,159687.58
2188,154418.67
2189,284432.84
2190,82843.99
2191,83923.38
2192,100945.016
2193,119630.77
2194,113640.0
2195,107877.12
2196,112978.805
2197,115831.07
2198,164851.33
2199,158186.97
2200,149367.58
2201,148731.58
2202,224939.72
2203,146274.03
2204,185345.23
2205,110960.836
2206,145564.19
2207,238307.36
2208,246940.84
2209,232696.69
2210,120272.125
2211,120343.71
2212,122350.73
2213,115326.51
2214,135182.19
2215,102518.66
2216,141820.08
2217,92883.07
2218,63415.816
2219,76537.055
2220,90253.15
2221,355630.84
2222,276469.1
2223,270577.25
2224,219912.8
2225,113088.95
2226,189671.66
2227,201416.83
2228,278046.22
2229,253842.28
2230,141737.92
2231,212600.89
2232,181631.44
2233,169688.9
2234,256118.33
2235,241517.3
2236,278199.12
2237,360726.94
2238,201019.9
2239,130436.56
2240,165830.02
2241,167584.86
2242,132054.08
2243,128020.734
2244,110120.54
2245,128032.24
2246,142130.81
2247,123666.15
2248,132645.77
2249,129337.24
2250,142043.84
2251,115902.33
2252,174959.05
2253,138730.14
2254,165134.7
2255,184854.9
2256,191278.55
2257,186117.94
2258,161812.36
2259,177164.03
2260,169468.12
2261,204784.83
2262,214204.55
2263,319968.72
2264,417257.97
2265,168406.4
2266,326658.1
2267,366142.25
2268,382362.72
2269,141401.67
2270,197562.28
2271,218148.42
2272,192792.45
2273,170672.02
2274,174683.95
2275,165700.67
2276,190646.39
2277,179508.95
2278,153432.08
2279,129081.46
2280,116061.555
2281,163850.0
2282,178795.75
2283,107122.73
2284,101029.92
2285,148796.27
2286,121970.57
2287,355049.53
2288,266706.3
2289,358485.47
2290,463679.6
2291,290835.75
2292,414057.44
2293,441146.8
2294,409542.47
2295,429747.75
2296,277664.16
2297,312759.88
2298,336692.44
2299,345298.0
2300,326134.16
2301,295653.0
2302,245043.95
2303,229380.25
2304,260252.02
2305,179794.61
2306,188392.8
2307,177880.34
2308,221734.27
2309,279701.34
2310,216578.88
2311,200395.22
2312,172179.77
2313,177402.12
2314,173349.95
2315,183394.6
2316,197996.61
2317,175284.89
2318,182915.72
2319,189266.36
2320,213078.0
2321,234910.92
2322,184847.06
2323,188007.81
2324,160273.88
2325,212230.05
2326,156772.6
2327,205783.98
2328,230623.92
2329,182914.98
2330,178141.16
2331,347377.6
2332,398066.2
2333,324925.03
2334,259000.58
2335,257601.28
2336,352848.1
2337,218144.0
2338,293297.25
2339,229063.72
2340,402972.88
2341,216458.42
2342,233848.33
2343,221906.44
2344,223814.72
2345,254796.58
2346,228212.06
2347,199088.78
2348,236376.06
2349,172926.52
2350,295482.6
2351,254277.62
2352,247869.6
2353,251281.36
2354,150519.98
2355,166499.28
2356,154221.17
2357,201101.39
2358,190870.06
2359,128469.11
2360,114033.14
2361,135974.16
2362,259329.44
2363,155441.3
2364,177078.11
2365,219364.8
2366,216185.33
2367,244004.55
2368,223635.56
2369,240975.58
2370,166510.27
2371,173424.17
2372,182868.89
2373,306283.88
2374,324614.9
2375,265000.4
2376,280856.03
2377,401094.6
2378,152115.06
2379,200160.25
2380,147897.86
2381,167447.75
2382,197413.03
2383,198344.42
2384,237564.98
2385,157022.1
2386,139939.77
2387,145238.81
2388,96742.64
2389,126025.71
2390,148040.25
2391,134171.27
2392,111582.375
2393,164452.11
2394,150972.78
2395,199117.56
2396,140442.86
2397,214125.16
2398,136549.6
2399,77291.44
2400,69796.12
2401,107138.664
2402,132924.19
2403,134929.23
2404,144873.61
2405,157529.77
2406,150473.39
2407,120900.79
2408,136424.44
2409,117975.24
2410,168562.23
2411,125633.7
2412,164959.8
2413,128879.67
2414,140509.48
2415,129595.14
2416,131945.77
2417,129410.23
2418,121992.99
2419,129457.44
2420,127717.76
2421,143665.61
2422,114920.29
2423,132316.33
2424,163054.27
2425,276949.0
2426,131633.9
2427,146069.86
2428,178253.3
2429,116710.03
2430,138319.94
2431,118977.445
2432,154482.2
2433,154069.8
2434,141145.58
2435,149813.23
2436,112151.82
2437,98163.4
2438,135097.77
2439,118165.836
2440,121534.266
2441,100095.22
2442,105982.46
2443,125266.32
2444,107655.086
2445,77743.48
2446,120296.78
2447,190288.45
2448,132592.08
2449,106834.35
2450,147613.44
2451,126841.75
2452,193470.89
2453,99893.01
2454,126582.516
2455,120290.195
2456,140154.92
